IDCabang,KategoriKota,Wilayah,JumlahNasabahAktif,JumlahTeller,JumlahPegawai,JumlahATM,LuasCabang_m2,UmurCabang_tahun,JamOperasionalPerHari,TransaksiHarian,TransaksiBulanan,SkorKepuasanNasabah,KodeInternal,BiayaOperasional_jutaPerBulan
CBG02196,Kota Kecil,Jawa Timur,5367,7,18,3,301.0,35,8.6,374,8212,4.37,8344,245.28
CBG01386,Metro,Sumatera,5977,9,21,3,280.0,20,9.6,410,9109,4.34,3480,286.19
CBG01632,Kota Besar,Jawa Barat,6190,7,20,4,478.0,4,8.0,382,8401,3.96,2650,277.33
CBG02096,Kota Besar,Jawa Tengah,5797,6,20,3,463.0,33,6.9,350,7696,4.42,7777,269.68
CBG02179,Kota Besar,Indonesia Timur,6197,8,28,1,337.0,1,7.3,363,8045,4.29,2152,274.17
CBG01804,Metro,Sulawesi,7965,9,23,5,297.0,17,7.1,631,13852,,4276,316.11
CBG01796,Kota Kecil,Sulawesi,5710,5,19,2,328.0,12,7.4,413,9094,4.3,5445,244.59
CBG02785,Kota Besar,Jawa Timur,6707,8,19,5,434.0,30,6.8,430,9432,4.19,9457,289.88
CBG01375,Metro,Jawa Barat,8956,8,18,5,492.0,31,6.7,571,12553,3.94,7106,342.19
CBG01540,Metro,Sumatera,10846,10,25,5,602.0,18,7.8,775,16987,3.53,1315,369.09
CBG00208,Kota Besar,Sumatera,10768,8,20,6,488.0,7,7.0,752,16454,3.93,3061,323.02
CBG01855,Kota Kecil,Jawa Timur,7560,8,20,5,469.0,22,8.7,564,12439,4.4,1671,297.38
CBG02909,Kota Kecil,Jawa Timur,6023,8,19,5,434.0,14,6.9,445,9836,4.82,3281,257.96
CBG01280,Kota Kecil,Jawa Tengah,4741,7,18,2,377.0,10,8.2,335,7345,4.3,6456,222.58
CBG00882,Metro,Sumatera,7517,9,27,6,606.0,2,7.8,543,11889,3.54,5523,325.96
CBG00144,Kota Besar,Jawa Timur,4499,6,20,4,278.0,42,9.1,431,9546,3.97,8936,253.29
CBG00250,Kota Kecil,Sumatera,3884,2,11,4,,8,9.0,252,5560,4.77,8024,192.73
CBG01806,Metro,Jawa Timur,8881,8,20,5,496.0,38,8.5,613,13538,4.57,8033,350.2
CBG02680,Kota Kecil,Kalimantan,4452,9,28,4,424.0,16,9.4,297,6537,3.9,7961,237.2
CBG02103,Kota Kecil,Sumatera,4793,7,19,4,284.0,2,8.7,316,6967,4.59,4071,221.59
CBG02832,Kota Besar,Indonesia Timur,6234,8,25,2,261.0,30,7.3,415,9203,3.36,9123,286.71
CBG02472,Kota Kecil,Jawa Barat,6691,9,24,4,393.0,4,7.3,463,10098,4.44,1615,267.64
CBG01592,Kota Besar,Jawa Timur,5791,8,23,3,,11,9.7,432,9481,4.13,5606,267.41
CBG02226,Kota Kecil,Jawa Tengah,428,3,12,2,160.0,30,8.1,80,1779,3.78,9568,94.58
CBG01759,Kota Besar,Jawa Barat,7038,8,23,4,511.0,43,6.1,509,11269,4.87,6894,304.82
CBG02370,Kota Besar,Jawa Tengah,7325,5,17,4,358.0,29,7.8,463,10165,3.92,6222,292.95
CBG02567,Metro,Jawa Timur,9244,9,23,5,453.0,45,7.5,607,13390,3.93,9249,349.76
CBG01628,Kota Besar,Sumatera,3252,6,19,3,223.0,27,9.1,273,6076,3.81,3250,197.43
CBG01129,Kota Kecil,Jawa Tengah,7823,7,22,3,480.0,11,6.0,466,10170,4.21,3784,266.72
CBG01954,Kota Kecil,Indonesia Timur,3585,3,13,1,348.0,15,6.9,332,7274,4.64,1561,194.05
CBG02210,Kota Kecil,Kalimantan,5053,5,18,4,,4,6.9,367,8121,3.94,6203,221.2
CBG01410,Kota Besar,Jawa Barat,4438,3,11,1,203.0,34,8.1,246,5420,3.74,6203,208.86
CBG01986,Kota Besar,Sulawesi,5218,8,25,5,,37,7.8,358,7952,,2607,276.06
CBG00766,Metro,Jawa Timur,6872,8,20,4,342.0,37,8.3,522,11511,2.84,4429,310.88
CBG02037,Kota Kecil,Indonesia Timur,562,4,13,1,90.0,24,8.2,39,857,4.37,6460,117.17
CBG00147,Kota Kecil,Sumatera,6923,7,22,3,477.0,37,9.7,406,8981,4.25,3789,303.51
CBG01134,Metro,Jawa Timur,8680,9,23,4,467.0,17,7.2,529,11660,2.92,5555,333.81
CBG02003,Kota Besar,Jawa Tengah,4557,6,18,4,520.0,35,7.7,291,6433,4.74,4516,247.19
CBG02016,Kota Besar,Jawa Timur,8029,9,28,5,,12,8.6,569,12531,3.83,2279,323.49
CBG01636,Kota Besar,Jawa Barat,6645,5,17,3,,45,8.0,496,10896,3.26,5129,290.74
CBG02849,Kota Kecil,Jawa Barat,7489,9,21,4,440.0,15,8.4,516,11277,3.72,8411,295.7
CBG01222,Metro,Sulawesi,6040,7,19,4,427.0,20,6.8,345,7597,4.07,4876,291.07
CBG01304,Kota Kecil,Kalimantan,4624,6,22,4,326.0,8,9.1,325,7142,4.69,6046,229.23
CBG01777,Metro,Sumatera,10398,10,32,6,582.0,16,9.2,653,14401,4.26,1506,371.04
CBG00322,Kota Kecil,Kalimantan,5157,4,16,4,430.0,6,8.2,330,7235,3.48,3581,231.38
CBG00112,Kota Kecil,Jawa Barat,4961,5,15,5,322.0,31,8.5,356,7837,3.21,6435,233.0
CBG00589,Metro,Jawa Tengah,7497,8,22,3,414.0,19,8.2,455,9960,3.85,2807,307.59
CBG01433,Kota Kecil,Jawa Tengah,3471,4,17,3,421.0,4,6.1,233,5082,3.57,6785,172.6
CBG02093,Kota Kecil,Jawa Timur,4245,5,17,3,297.0,22,8.5,275,6057,3.82,3142,227.54
CBG00137,Kota Kecil,Kalimantan,1165,2,10,1,172.0,43,7.2,108,2391,4.85,2496,131.23
CBG02693,Kota Kecil,Jawa Barat,4943,6,19,4,366.0,13,9.6,311,6848,3.81,3330,237.34
CBG00654,Kota Kecil,Sumatera,4397,4,17,4,330.0,23,7.6,324,7130,3.93,6925,213.38
CBG01869,Kota Besar,Jawa Timur,6726,10,27,4,324.0,27,8.3,492,10784,3.86,7529,290.65
CBG01630,Kota Besar,Jawa Timur,5325,6,17,2,,9,8.3,389,8570,4.46,7103,245.15
CBG01048,Kota Kecil,Jawa Tengah,6644,7,22,6,477.0,35,6.9,562,12470,,5473,289.76
CBG02125,Kota Besar,Sulawesi,5192,6,19,3,345.0,5,8.7,318,7014,4.56,3919,247.39
CBG00931,Metro,Sumatera,6496,7,23,5,409.0,23,8.5,450,9833,4.24,2313,342.0
CBG00221,Kota Besar,Jawa Tengah,4973,6,17,4,472.0,5,7.5,389,8571,4.55,4331,241.57
CBG00928,Kota Kecil,Sulawesi,5845,5,18,5,313.0,45,8.5,349,7672,3.72,4088,269.38
CBG02069,Kota Kecil,Jawa Tengah,1177,3,13,1,118.0,9,7.5,123,2706,3.74,1445,106.51
CBG01871,Metro,Jawa Timur,6165,5,19,4,324.0,39,9.5,405,8836,3.99,7591,297.1
CBG02619,Kota Besar,Jawa Timur,6383,9,27,4,418.0,23,6.6,445,9752,4.29,1256,288.38
CBG02142,Kota Kecil,Indonesia Timur,350,2,9,1,103.0,1,9.4,122,2680,3.96,7512,103.02
CBG00534,Kota Besar,Sumatera,1132,2,9,2,186.0,23,7.8,174,3789,4.02,2052,134.22
CBG01365,Metro,Kalimantan,11220,10,28,9,,31,9.3,783,17245,4.02,5224,397.2
CBG00607,Kota Kecil,Sulawesi,5555,5,16,4,315.0,35,8.0,297,6513,4.2,6473,252.23
CBG00075,Metro,Sumatera,6233,7,19,4,404.0,10,8.8,404,8894,4.1,4071,291.58
CBG01479,Kota Besar,Jawa Tengah,6273,6,24,4,318.0,18,7.5,409,8968,3.7,1630,261.71
CBG02117,Kota Besar,Sumatera,7347,8,19,5,426.0,10,8.7,441,9756,3.95,5114,293.69
CBG01323,Kota Kecil,Jawa Timur,4113,6,20,3,313.0,25,9.6,343,7584,5.0,9456,272.28
CBG01927,Kota Kecil,Jawa Tengah,5757,8,21,6,311.0,36,7.3,416,9213,4.62,8776,248.13
CBG00114,Kota Kecil,Kalimantan,350,2,10,2,193.0,43,10.4,20,438,,7723,124.34
CBG00987,Kota Besar,Indonesia Timur,6595,7,20,6,418.0,45,6.8,422,9247,,3614,308.15
CBG01893,Kota Besar,Jawa Timur,6032,7,20,4,362.0,1,6.2,502,11030,3.75,5466,253.07
CBG01435,Kota Kecil,Jawa Barat,7895,9,27,5,543.0,18,8.0,495,10890,4.27,8987,301.82
CBG00223,Kota Kecil,Jawa Barat,4824,4,14,4,291.0,14,8.2,414,9101,4.25,4679,222.51
CBG00519,Kota Besar,Jawa Tengah,6523,8,25,5,264.0,15,8.5,417,9185,3.94,9306,275.64
CBG01120,Metro,Jawa Timur,7044,6,18,5,380.0,5,7.6,465,10229,3.23,5996,283.31
CBG00036,Metro,Jawa Timur,10375,9,28,6,545.0,26,9.7,722,15796,4.81,3984,367.76
CBG00831,Kota Besar,Sumatera,6503,7,21,2,318.0,8,7.8,380,8371,4.36,7304,256.99
CBG01816,Kota Besar,Jawa Barat,5699,6,22,4,267.0,35,7.8,399,8797,3.35,1645,261.69
CBG02111,Metro,Sulawesi,7832,9,27,3,446.0,10,9.3,535,11677,4.34,5462,335.55
CBG00348,Kota Kecil,Jawa Tengah,4724,7,20,3,290.0,20,9.1,364,8038,3.36,5676,234.29
CBG00168,Metro,Jawa Barat,8163,8,17,5,420.0,5,9.3,540,11842,3.75,3913,323.32
CBG02795,Kota Kecil,Jawa Timur,629,3,11,1,220.0,36,9.2,20,438,4.07,6630,112.15
CBG00117,Kota Kecil,Jawa Tengah,7483,5,15,4,397.0,7,7.4,569,12561,3.63,7141,260.68
CBG00531,Kota Kecil,Jawa Tengah,350,2,6,1,113.0,15,7.8,43,943,4.35,3588,83.76
CBG02494,Kota Besar,Indonesia Timur,9194,8,23,6,584.0,25,8.2,678,14922,4.49,8496,338.27
CBG00321,Kota Besar,Sulawesi,10801,8,22,6,599.0,18,9.4,717,15726,5.0,4636,353.34
CBG01029,Kota Besar,Jawa Barat,4607,8,23,1,441.0,20,7.4,307,6653,4.62,4653,257.02
CBG00474,Kota Kecil,Indonesia Timur,4134,5,19,3,355.0,37,9.4,210,4657,4.05,4492,251.08
CBG02262,Kota Besar,Jawa Timur,8508,10,22,4,502.0,31,8.0,556,12259,3.32,2872,337.63
CBG02191,Kota Besar,Jawa Barat,11308,12,31,6,667.0,43,7.6,735,16199,4.77,4042,373.88
CBG02857,Kota Kecil,Sumatera,2683,4,13,1,386.0,42,8.4,183,4029,4.63,2347,184.13
CBG02522,Metro,Jawa Barat,8978,8,24,5,520.0,15,8.7,555,12269,3.49,4806,359.91
CBG02792,Metro,Jawa Timur,8587,9,24,4,,2,8.6,612,13357,4.02,1700,322.53
CBG01602,Kota Kecil,Sulawesi,6103,7,18,4,323.0,38,8.0,478,10638,4.4,5724,273.12
CBG00228,Kota Besar,Jawa Barat,6661,8,20,5,336.0,33,8.4,395,8670,4.24,5337,293.73
CBG01580,Kota Besar,Jawa Timur,5815,6,20,3,343.0,14,7.7,318,7017,3.36,1391,260.39
CBG01026,Kota Kecil,Jawa Barat,5366,8,23,2,304.0,9,8.6,422,9227,3.71,6277,237.03
CBG02629,Kota Kecil,Indonesia Timur,7389,9,23,4,564.0,5,8.7,491,10837,4.23,8782,298.36
CBG02355,Metro,Jawa Tengah,8955,8,21,6,455.0,25,8.7,603,13205,3.38,5814,337.74
CBG00082,Kota Kecil,Jawa Timur,5976,7,23,3,398.0,28,9.3,442,9733,4.73,3945,264.5
CBG01468,Kota Kecil,Sumatera,5583,7,24,5,337.0,37,8.5,321,7083,4.64,2018,262.44
CBG01687,Metro,Sumatera,7953,9,27,5,,44,8.0,575,12632,4.04,7475,338.25
CBG00669,Kota Kecil,Jawa Timur,3543,5,14,1,322.0,38,9.3,186,4095,3.88,1676,203.28
CBG00063,Metro,Jawa Barat,9929,10,25,5,,9,8.1,728,15941,5.0,2492,346.42
CBG00850,Kota Besar,Jawa Tengah,6736,9,28,3,378.0,37,6.7,499,10985,3.59,3095,298.66
CBG02969,Metro,Kalimantan,4841,6,15,4,418.0,28,7.9,329,7238,4.08,7700,274.13
CBG01978,Kota Besar,Jawa Timur,3765,5,18,2,265.0,45,8.3,194,4267,4.68,3140,231.88
CBG02364,Kota Kecil,Indonesia Timur,1552,4,13,1,397.0,8,8.4,138,3070,3.98,4399,147.59
CBG00516,Kota Besar,Sumatera,6560,9,25,5,,44,9.7,528,11586,3.5,3543,304.55
CBG01355,Kota Kecil,Jawa Tengah,4430,7,23,3,197.0,17,8.6,316,6995,4.64,3228,217.09
CBG00110,Kota Kecil,Sumatera,3373,5,17,2,217.0,45,9.2,273,6017,3.97,3832,196.84
CBG02090,Metro,Jawa Barat,8176,6,15,5,452.0,13,7.9,605,13198,4.19,1827,319.08
CBG01980,Kota Besar,Jawa Barat,5499,6,22,4,419.0,37,8.4,431,9480,4.35,6466,273.37
CBG02702,Metro,Jawa Tengah,6185,6,19,3,,29,8.4,353,7779,3.71,6538,298.29
CBG02833,Kota Kecil,Kalimantan,5985,7,20,3,522.0,45,7.5,355,7814,,1304,286.35
CBG01126,Kota Kecil,Jawa Barat,8561,9,28,5,375.0,5,8.1,625,13746,3.47,9708,301.08
CBG01089,Kota Kecil,Sulawesi,1564,4,14,1,152.0,35,9.1,84,1843,3.89,4133,150.79
CBG00312,Metro,Jawa Timur,11723,10,27,5,593.0,17,7.4,759,16618,4.61,9153,378.4
CBG02681,Kota Besar,Jawa Barat,6875,6,20,4,482.0,19,7.2,431,9471,4.49,5907,276.5
CBG00020,Kota Besar,Sumatera,6097,8,23,2,364.0,19,7.4,368,8034,4.24,2634,274.72
CBG00358,Kota Besar,Jawa Barat,5854,9,23,3,362.0,20,8.0,412,9064,3.76,7083,277.36
CBG00361,Kota Besar,Sulawesi,6137,4,14,5,456.0,23,8.5,454,9916,4.12,3223,267.47
CBG02757,Kota Besar,Jawa Tengah,4219,5,16,2,389.0,41,8.5,346,7642,3.96,5773,238.68
CBG02056,Kota Besar,Jawa Barat,3821,5,14,1,287.0,26,7.8,169,3759,4.49,3035,232.18
CBG02724,Kota Kecil,Jawa Tengah,2413,3,12,2,287.0,44,8.3,145,3178,3.99,3634,161.3
CBG00393,Kota Kecil,Sumatera,5223,7,21,4,339.0,19,7.0,277,6082,3.84,8636,250.39
CBG02343,Kota Kecil,Jawa Timur,2373,4,14,5,90.0,29,8.0,149,3261,3.89,4329,147.58
CBG02760,Kota Kecil,Jawa Barat,4686,5,18,3,363.0,5,6.7,314,6878,4.32,1564,208.97
CBG01848,Kota Kecil,Indonesia Timur,2613,3,17,1,350.0,21,7.4,329,7265,3.5,5325,185.78
CBG00658,Kota Besar,Jawa Barat,5264,8,19,5,422.0,25,7.7,333,7298,4.56,3367,264.54
CBG01247,Kota Kecil,Kalimantan,4839,5,18,5,254.0,20,8.4,297,6599,3.07,9591,222.38
CBG02756,Kota Kecil,Jawa Tengah,5044,8,21,5,374.0,35,8.1,374,8300,4.49,9661,246.36
CBG02646,Kota Kecil,Sumatera,5100,6,20,4,367.0,21,8.1,319,7005,4.08,8285,238.5
CBG01850,Kota Besar,Sulawesi,5052,6,15,3,314.0,12,6.0,399,8837,3.55,2769,230.41
CBG02165,Kota Besar,Sumatera,4963,7,25,3,349.0,39,9.4,348,7684,4.29,9067,267.98
CBG01875,Kota Besar,Sumatera,3714,4,10,1,299.0,22,8.6,291,6490,3.67,7104,203.42
CBG02089,Kota Kecil,Kalimantan,3841,5,16,2,386.0,17,7.7,269,5884,3.43,6836,205.2
CBG02860,Kota Kecil,Jawa Timur,3459,5,13,3,,37,8.0,245,5426,4.17,1924,205.41
CBG00371,Kota Besar,Jawa Tengah,7726,8,24,6,,30,9.1,632,13925,4.13,3277,314.61
CBG01643,Kota Kecil,Jawa Tengah,3158,6,16,2,293.0,1,7.8,299,6591,4.0,8313,168.55
CBG00314,Kota Kecil,Sulawesi,3532,7,16,2,287.0,1,7.9,229,5033,,8368,186.44
CBG02517,Kota Kecil,Jawa Barat,5786,5,17,2,215.0,31,8.7,564,12352,3.72,3429,243.4
CBG01716,Kota Kecil,Jawa Timur,2929,5,16,1,118.0,28,6.0,100,2199,4.2,7150,166.51
CBG00594,Metro,Jawa Tengah,4209,5,17,1,203.0,43,8.1,283,6282,4.3,1882,249.85
CBG00971,Kota Kecil,Jawa Barat,3338,4,16,3,325.0,12,8.8,269,5897,4.82,7560,190.09
CBG00203,Kota Kecil,Jawa Barat,4128,6,16,2,343.0,18,6.7,307,6660,4.47,4533,209.33
CBG01931,Kota Kecil,Jawa Barat,4182,5,22,3,246.0,36,7.2,251,5513,4.07,2509,227.98
CBG02256,Kota Kecil,Sulawesi,6340,4,18,5,425.0,13,7.2,465,10356,,3160,256.09
CBG01789,Kota Kecil,Jawa Tengah,2357,5,17,3,259.0,16,8.4,305,6767,3.6,6612,159.38
CBG01603,Kota Besar,Jawa Barat,6344,9,29,5,499.0,16,7.8,393,8587,4.17,9950,305.62
CBG02665,Kota Besar,Jawa Timur,8159,10,32,4,542.0,38,6.4,609,13304,4.18,5933,329.6
CBG00439,Kota Besar,Jawa Timur,8882,9,27,6,392.0,43,7.1,627,13767,3.59,9126,330.14
CBG00327,Kota Kecil,Sulawesi,8030,7,23,4,527.0,20,8.5,504,11061,4.81,3992,298.44
CBG02020,Metro,Kalimantan,5634,6,20,4,326.0,37,8.3,361,7873,4.03,9079,293.86
CBG02146,Metro,Sumatera,8864,7,19,6,,11,9.9,513,11309,4.75,1447,335.13
CBG00388,Kota Besar,Jawa Barat,7858,7,22,3,464.0,35,8.0,520,11460,3.35,4845,318.15
CBG01042,Kota Besar,Sumatera,8091,8,25,5,562.0,42,10.1,599,13377,3.11,9448,332.67
CBG02953,Kota Kecil,Kalimantan,4913,6,19,5,,41,10.0,305,6746,4.45,1516,264.71
CBG01188,Kota Besar,Indonesia Timur,4479,4,11,4,347.0,40,7.7,379,8307,4.38,8553,253.35
CBG00282,Kota Kecil,Sumatera,4191,3,12,4,264.0,32,8.0,320,7081,4.3,1565,197.85
CBG02247,Kota Kecil,Jawa Barat,4464,4,17,4,394.0,19,8.1,284,6259,3.97,6933,215.14
CBG00352,Metro,Sulawesi,7377,7,19,3,447.0,25,6.8,510,11278,4.03,4652,319.04
CBG01356,Kota Kecil,Jawa Timur,1235,2,11,1,218.0,20,8.0,56,1231,4.41,7941,119.63
CBG00043,Kota Kecil,Indonesia Timur,4716,8,21,4,369.0,43,6.4,371,8171,4.94,5680,260.32
CBG02417,Kota Kecil,Sumatera,3867,4,15,4,381.0,12,9.6,330,7209,4.76,3873,202.86
CBG00102,Metro,Jawa Barat,9450,9,29,6,501.0,12,7.9,536,11859,3.61,6846,343.05
CBG02672,Kota Kecil,Jawa Barat,4604,7,18,3,212.0,3,7.6,343,7492,3.6,1959,217.92
CBG02935,Kota Besar,Jawa Tengah,8233,9,26,5,411.0,24,8.2,469,10323,3.72,4362,303.85
CBG00447,Kota Kecil,Jawa Tengah,3320,6,19,1,,37,8.1,250,5460,4.81,9176,191.85
CBG02237,Kota Kecil,Sumatera,3538,5,12,3,131.0,10,6.9,262,5755,4.35,7657,185.91
CBG01274,Kota Kecil,Kalimantan,5542,7,22,3,449.0,9,8.9,314,6876,,3251,253.16
CBG00135,Kota Kecil,Jawa Tengah,3226,5,12,2,269.0,42,8.2,219,4833,3.51,1515,193.16
CBG00575,Kota Kecil,Kalimantan,5908,8,22,4,402.0,7,8.9,414,9091,3.93,5946,259.73
CBG00877,Kota Besar,Sulawesi,6564,10,26,4,372.0,29,7.9,415,9049,2.86,7194,303.38
CBG01482,Kota Kecil,Sumatera,8566,10,27,5,478.0,32,7.3,591,12965,3.91,2430,312.88
CBG00857,Kota Besar,Jawa Tengah,4862,6,18,4,342.0,12,7.4,387,8506,3.75,5862,240.44
CBG00129,Kota Besar,Sumatera,5132,6,18,3,258.0,4,6.1,435,9589,4.52,6825,233.25
CBG00748,Kota Kecil,Jawa Timur,807,3,11,2,,22,7.5,143,3132,3.88,4337,113.5
CBG00573,Metro,Jawa Tengah,8012,8,25,6,414.0,40,8.8,522,11444,4.31,3005,344.02
CBG02486,Kota Besar,Jawa Tengah,2632,4,11,1,404.0,15,8.4,223,4909,3.71,5188,190.16
CBG02684,Kota Kecil,Sumatera,1468,3,13,3,196.0,40,7.0,280,6191,4.54,2903,139.83
CBG00876,Kota Besar,Jawa Timur,6939,7,22,5,469.0,6,6.9,471,10363,4.44,5834,271.5
CBG00104,Metro,Jawa Timur,12263,10,29,5,668.0,2,7.0,773,17002,3.99,4670,380.23
CBG02294,Kota Besar,Jawa Tengah,9301,9,27,5,420.0,38,7.0,608,13373,3.36,2332,336.09
CBG00411,Kota Besar,Sumatera,3040,5,19,1,,37,7.4,307,6778,4.42,8564,206.76
CBG01972,Kota Besar,Jawa Tengah,3098,7,20,2,264.0,32,7.4,287,6278,3.98,2761,198.29
CBG01179,Metro,Jawa Barat,8580,7,19,4,503.0,28,7.8,507,11125,5.0,3741,328.5
CBG01781,Metro,Jawa Barat,8992,11,29,7,432.0,39,9.0,649,14278,3.71,4016,374.62
CBG00605,Kota Besar,Jawa Barat,5055,8,22,3,339.0,40,9.5,365,8027,3.83,2800,262.97
CBG02859,Metro,Jawa Timur,8998,10,29,8,507.0,34,7.7,568,12370,2.74,8744,365.01
CBG02789,Metro,Jawa Barat,11887,13,34,6,679.0,18,7.2,741,16216,4.55,6868,473.05
CBG02363,Metro,Jawa Barat,8616,7,17,3,486.0,4,7.8,597,13195,4.1,8246,304.73
CBG01434,Kota Kecil,Kalimantan,3861,6,18,4,264.0,3,9.5,291,6375,4.33,9235,198.5
CBG00385,Kota Kecil,Jawa Tengah,3725,6,16,1,,45,7.1,335,7313,3.34,8093,195.47
CBG01916,Kota Kecil,Sumatera,4053,5,18,2,442.0,38,8.6,263,5736,3.81,5076,233.56
CBG00057,Kota Besar,Sumatera,3955,4,9,3,290.0,34,9.0,224,4932,3.57,3974,211.44
CBG00712,Kota Besar,Jawa Barat,4708,7,23,4,279.0,4,7.3,283,6229,4.53,3581,227.91
CBG00325,Kota Kecil,Jawa Tengah,5202,8,27,3,,38,7.2,324,7148,4.53,2663,274.03
CBG00079,Kota Besar,Sulawesi,7812,8,25,6,522.0,17,6.0,499,10951,3.81,9503,311.1
CBG00541,Kota Besar,Jawa Tengah,4622,5,23,4,284.0,15,9.2,263,5847,3.72,4059,235.27
CBG00356,Kota Besar,Sumatera,6018,6,17,5,343.0,28,8.9,398,8781,3.82,4110,277.1
CBG00360,Kota Kecil,Jawa Timur,4484,2,9,3,199.0,35,8.3,293,6468,3.83,4905,209.54
CBG01019,Metro,Jawa Barat,11690,13,31,7,609.0,34,8.5,742,16306,,3855,400.67
CBG02610,Kota Kecil,Jawa Timur,6270,8,23,3,185.0,36,7.5,428,9317,3.84,4816,259.72
CBG02946,Metro,Kalimantan,7690,8,20,4,402.0,1,7.7,519,11396,4.34,7794,304.5
CBG00916,Metro,Jawa Tengah,5554,7,22,4,378.0,9,7.6,446,9835,4.27,7827,271.39
CBG00308,Kota Kecil,Sumatera,2155,2,5,2,195.0,38,8.8,152,3340,4.01,1453,159.75
CBG01414,Kota Kecil,Jawa Timur,4541,6,15,3,395.0,41,9.4,284,6258,4.37,9446,241.32
CBG00814,Metro,Jawa Tengah,5952,6,15,4,339.0,3,7.7,358,7830,3.94,3580,274.08
CBG02777,Kota Besar,Jawa Tengah,6360,10,25,4,365.0,18,7.3,433,9566,4.91,4453,273.73
CBG01609,Kota Kecil,Sulawesi,2175,3,16,2,110.0,18,9.1,197,4324,5.0,1972,150.35
CBG01406,Kota Besar,Jawa Barat,5699,6,17,4,434.0,42,7.9,379,8346,4.12,8798,276.28
CBG01539,Kota Kecil,Jawa Timur,5222,5,18,3,359.0,39,8.2,359,7827,4.78,2216,244.97
CBG00883,Kota Besar,Indonesia Timur,8987,10,25,7,465.0,20,7.7,631,13863,4.44,3256,340.98
CBG00699,Kota Kecil,Indonesia Timur,4674,7,21,3,328.0,26,7.2,378,8320,5.0,5360,235.58
CBG01765,Kota Besar,Indonesia Timur,7727,8,27,4,,24,7.4,532,11690,3.58,5866,314.24
CBG00004,Kota Kecil,Sumatera,1291,2,14,2,200.0,27,9.5,167,3693,4.87,6304,132.14
CBG00216,Kota Kecil,Jawa Tengah,8199,10,29,5,421.0,24,7.4,538,11793,3.7,9373,303.44
CBG00977,Kota Kecil,Sulawesi,6324,6,15,5,454.0,34,7.4,469,10304,4.27,7213,277.12
CBG00099,Kota Kecil,Kalimantan,5226,7,21,3,295.0,19,9.3,368,8094,4.0,5428,254.75
CBG01581,Kota Kecil,Indonesia Timur,2939,4,13,1,257.0,38,6.0,245,5386,4.57,4916,180.43
CBG01937,Kota Kecil,Kalimantan,4461,3,11,4,316.0,33,7.8,340,7490,4.39,7793,230.69
CBG02671,Kota Besar,Jawa Barat,10553,12,31,7,619.0,43,8.4,681,15038,4.48,7487,370.17
CBG01371,Kota Kecil,Kalimantan,7275,5,16,3,365.0,5,7.8,508,11219,3.83,5846,262.23
CBG02561,Kota Kecil,Kalimantan,6579,8,20,2,426.0,10,7.7,423,9368,4.05,9439,274.06
CBG02580,Kota Kecil,Jawa Barat,5075,6,16,3,382.0,33,8.9,421,9305,3.41,9618,238.91
CBG01192,Metro,Indonesia Timur,9461,11,33,5,565.0,28,8.6,588,12995,3.96,4672,381.89
CBG01766,Kota Kecil,Sulawesi,4245,5,16,3,207.0,3,8.7,338,7454,3.92,6783,188.75
CBG01958,Metro,Kalimantan,10526,10,25,7,424.0,32,8.3,785,17308,3.73,9618,366.77
CBG00701,Kota Kecil,Jawa Barat,5283,6,19,3,414.0,36,7.9,452,9963,3.77,8239,256.84
CBG00456,Kota Kecil,Jawa Barat,1571,5,14,1,254.0,37,8.8,236,5167,4.73,9371,161.31
CBG02365,Kota Besar,Jawa Timur,3995,2,12,3,316.0,24,9.0,281,6158,3.49,7668,220.06
CBG02216,Kota Besar,Jawa Tengah,6312,5,13,3,380.0,16,7.9,427,9335,3.8,1099,265.19
CBG00522,Metro,Sulawesi,8524,9,30,3,420.0,43,7.1,578,12763,3.2,2916,339.53
CBG01261,Kota Besar,Sumatera,5759,7,24,4,382.0,4,7.7,393,8720,5.0,1538,258.33
CBG01894,Kota Kecil,Jawa Timur,6194,7,19,5,203.0,22,7.9,410,8975,5.0,1369,241.64
CBG01038,Kota Kecil,Jawa Barat,5367,5,20,4,356.0,14,8.5,336,7438,3.86,5208,239.21
CBG00390,Kota Kecil,Indonesia Timur,4104,7,17,1,359.0,31,7.1,254,5627,3.94,5870,236.04
CBG00952,Kota Besar,Kalimantan,6027,7,20,5,451.0,13,8.8,420,9248,3.86,5535,269.88
CBG00412,Kota Besar,Jawa Timur,8498,7,17,6,518.0,19,7.6,505,11058,3.47,7242,307.92
CBG01734,Metro,Jawa Tengah,9696,11,29,8,,32,8.7,660,14556,3.47,2056,374.53
CBG01596,Kota Besar,Sulawesi,350,4,17,1,102.0,7,8.9,154,3402,4.88,3745,111.14
CBG01302,Kota Kecil,Kalimantan,1015,3,7,1,266.0,19,8.5,132,2872,4.86,5968,122.05
CBG02548,Kota Kecil,Sumatera,4819,6,17,3,533.0,4,9.2,367,8000,3.69,2896,223.29
CBG01297,Kota Kecil,Kalimantan,5140,6,19,4,,1,10.4,372,8212,4.22,6314,245.98
CBG01515,Kota Besar,Sumatera,7254,8,24,5,395.0,24,8.0,499,11087,4.08,3047,278.12
CBG01269,Metro,Sulawesi,2792,6,19,4,284.0,19,7.2,232,5144,4.13,8750,219.33
CBG02325,Kota Besar,Indonesia Timur,7615,6,19,4,461.0,17,7.5,556,12300,3.99,2150,302.94
